id	chrom	len	cumul
scaff_group_003	WSYH01001967.1	100299	147159405
scaff_group_003	WSYH01001968.1	100276	147259681
scaff_group_003	WSYH01001969.1	100242	147359923
scaff_group_003	WSYH01001970.1	100230	147460153
scaff_group_003	WSYH01001971.1	100217	147560370
scaff_group_003	WSYH01000217.1	266800	147827170
scaff_group_003	WSYH01001972.1	100206	147927376
scaff_group_003	WSYH01001973.1	100148	148027524
scaff_group_003	WSYH01001974.1	100146	148127670
scaff_group_003	WSYH01001975.1	100065	148227735
scaff_group_003	WSYH01001976.1	100065	148327800
scaff_group_003	WSYH01001977.1	100020	148427820
scaff_group_003	WSYH01001978.1	100019	148527839
scaff_group_003	WSYH01001979.1	100011	148627850
scaff_group_003	WSYH01001980.1	99915	148727765
scaff_group_003	WSYH01001981.1	99867	148827632
scaff_group_003	WSYH01000218.1	266128	149093760
scaff_group_003	WSYH01001982.1	99851	149193611
scaff_group_003	WSYH01001983.1	99847	149293458
scaff_group_003	WSYH01001984.1	99813	149393271
scaff_group_003	WSYH01001985.1	99798	149493069
scaff_group_003	WSYH01001986.1	99797	149592866
scaff_group_003	WSYH01001987.1	99778	149692644
scaff_group_003	WSYH01001988.1	99763	149792407
scaff_group_003	WSYH01001989.1	99646	149892053
scaff_group_003	WSYH01001990.1	99612	149991665
scaff_group_004	WSYH01001991.1	99585	150091250
scaff_group_004	WSYH01000219.1	266074	150357324
scaff_group_004	WSYH01001992.1	99509	150456833
scaff_group_004	WSYH01001993.1	99423	150556256
scaff_group_004	WSYH01001994.1	99398	150655654
scaff_group_004	WSYH01001995.1	99330	150754984
scaff_group_004	WSYH01001996.1	99317	150854301
scaff_group_004	WSYH01001997.1	99312	150953613
scaff_group_004	WSYH01001998.1	99286	151052899
scaff_group_004	WSYH01001999.1	99269	151152168
scaff_group_004	WSYH01002000.1	99234	151251402
scaff_group_004	WSYH01002001.1	99232	151350634
scaff_group_004	WSYH01000220.1	265622	151616256
scaff_group_004	WSYH01002002.1	99193	151715449
scaff_group_004	WSYH01002003.1	99175	151814624
scaff_group_004	WSYH01002004.1	99149	151913773
scaff_group_004	WSYH01002005.1	99124	152012897
scaff_group_004	WSYH01002006.1	99116	152112013
scaff_group_004	WSYH01002007.1	99111	152211124
scaff_group_004	WSYH01002008.1	99087	152310211
scaff_group_004	WSYH01002009.1	99055	152409266
scaff_group_004	WSYH01002010.1	99052	152508318
scaff_group_004	WSYH01002011.1	99034	152607352
scaff_group_004	WSYH01000221.1	265258	152872610
scaff_group_004	WSYH01002012.1	99025	152971635
scaff_group_004	WSYH01002013.1	99020	153070655
scaff_group_004	WSYH01002014.1	98999	153169654
scaff_group_004	WSYH01002015.1	98988	153268642
scaff_group_004	WSYH01002016.1	98955	153367597
scaff_group_004	WSYH01002017.1	98945	153466542
scaff_group_004	WSYH01002018.1	98934	153565476
scaff_group_004	WSYH01002019.1	98930	153664406
scaff_group_004	WSYH01002020.1	98906	153763312
scaff_group_004	WSYH01002021.1	98859	153862171
scaff_group_004	WSYH01000024.1	588511	154450682
scaff_group_004	WSYH01000042.1	398030	154848712
scaff_group_004	WSYH01000222.1	264781	155113493
scaff_group_004	WSYH01002022.1	98830	155212323
scaff_group_004	WSYH01002023.1	98830	155311153
scaff_group_004	WSYH01002024.1	98746	155409899
scaff_group_004	WSYH01002025.1	98703	155508602
scaff_group_004	WSYH01002026.1	98668	155607270
scaff_group_004	WSYH01002027.1	98624	155705894
scaff_group_004	WSYH01002028.1	98589	155804483
scaff_group_004	WSYH01002029.1	98542	155903025
scaff_group_004	WSYH01002030.1	98505	156001530
scaff_group_004	WSYH01002031.1	98481	156100011
scaff_group_004	WSYH01000223.1	264485	156364496
scaff_group_004	WSYH01002032.1	98479	156462975
scaff_group_004	WSYH01002033.1	98427	156561402
scaff_group_004	WSYH01002034.1	98421	156659823
scaff_group_004	WSYH01002035.1	98398	156758221
scaff_group_004	WSYH01002036.1	98373	156856594
scaff_group_004	WSYH01002037.1	98370	156954964
scaff_group_004	WSYH01002038.1	98362	157053326
scaff_group_004	WSYH01002039.1	98328	157151654
scaff_group_004	WSYH01002040.1	98314	157249968
scaff_group_004	WSYH01002041.1	98310	157348278
scaff_group_004	WSYH01000224.1	264120	157612398
scaff_group_004	WSYH01002042.1	98310	157710708
scaff_group_004	WSYH01002043.1	98279	157808987
scaff_group_004	WSYH01002044.1	98107	157907094
scaff_group_004	WSYH01002045.1	98101	158005195
scaff_group_004	WSYH01002046.1	98085	158103280
scaff_group_004	WSYH01002047.1	98067	158201347
scaff_group_004	WSYH01002048.1	98061	158299408
scaff_group_004	WSYH01002049.1	97985	158397393
scaff_group_004	WSYH01002050.1	97947	158495340
scaff_group_004	WSYH01002051.1	97945	158593285
scaff_group_004	WSYH01000225.1	264091	158857376
scaff_group_004	WSYH01002052.1	97903	158955279
scaff_group_004	WSYH01002053.1	97865	159053144
scaff_group_004	WSYH01002054.1	97821	159150965
scaff_group_004	WSYH01002055.1	97816	159248781
scaff_group_004	WSYH01002056.1	97804	159346585
scaff_group_004	WSYH01002057.1	97752	159444337
scaff_group_004	WSYH01002058.1	97678	159542015
scaff_group_004	WSYH01002059.1	97669	159639684
scaff_group_004	WSYH01002060.1	97663	159737347
scaff_group_004	WSYH01002061.1	97629	159834976
scaff_group_004	WSYH01000226.1	262445	160097421
scaff_group_004	WSYH01002062.1	97608	160195029
scaff_group_004	WSYH01002063.1	97592	160292621
scaff_group_004	WSYH01002064.1	97565	160390186
scaff_group_004	WSYH01002065.1	97520	160487706
scaff_group_004	WSYH01002066.1	97480	160585186
scaff_group_004	WSYH01002067.1	97421	160682607
scaff_group_004	WSYH01002068.1	97365	160779972
scaff_group_004	WSYH01002069.1	97329	160877301
scaff_group_004	WSYH01002070.1	97296	160974597
scaff_group_004	WSYH01002071.1	97280	161071877
scaff_group_004	WSYH01000227.1	262252	161334129
scaff_group_004	WSYH01002072.1	97273	161431402
scaff_group_004	WSYH01002073.1	97251	161528653
scaff_group_004	WSYH01002074.1	97251	161625904
scaff_group_004	WSYH01002075.1	97241	161723145
scaff_group_004	WSYH01002076.1	97067	161820212
scaff_group_004	WSYH01002077.1	97024	161917236
scaff_group_004	WSYH01002078.1	97014	162014250
scaff_group_004	WSYH01002079.1	96999	162111249
scaff_group_004	WSYH01002080.1	96977	162208226
scaff_group_004	WSYH01002081.1	96971	162305197
scaff_group_004	WSYH01000228.1	262186	162567383
scaff_group_004	WSYH01002082.1	96919	162664302
scaff_group_004	WSYH01002083.1	96910	162761212
scaff_group_004	WSYH01002084.1	96903	162858115
scaff_group_004	WSYH01002085.1	96864	162954979
scaff_group_004	WSYH01002086.1	96855	163051834
scaff_group_004	WSYH01002087.1	96808	163148642
scaff_group_004	WSYH01002088.1	96763	163245405
scaff_group_004	WSYH01002089.1	96680	163342085
scaff_group_004	WSYH01002090.1	96645	163438730
scaff_group_004	WSYH01002091.1	96470	163535200
scaff_group_004	WSYH01000229.1	261867	163797067
scaff_group_004	WSYH01002092.1	96417	163893484
scaff_group_004	WSYH01002093.1	96384	163989868
scaff_group_004	WSYH01002094.1	96343	164086211
scaff_group_004	WSYH01002095.1	96330	164182541
scaff_group_004	WSYH01002096.1	96316	164278857
scaff_group_004	WSYH01002097.1	96294	164375151
scaff_group_004	WSYH01002098.1	96271	164471422
scaff_group_004	WSYH01002099.1	96241	164567663
scaff_group_004	WSYH01002100.1	96234	164663897
scaff_group_004	WSYH01002101.1	96210	164760107
scaff_group_004	WSYH01000230.1	261709	165021816
scaff_group_004	WSYH01002102.1	96202	165118018
scaff_group_004	WSYH01002103.1	96185	165214203
scaff_group_004	WSYH01002104.1	96172	165310375
scaff_group_004	WSYH01002105.1	96120	165406495
scaff_group_004	WSYH01002106.1	96108	165502603
scaff_group_004	WSYH01002107.1	96087	165598690
scaff_group_004	WSYH01002108.1	96038	165694728
scaff_group_004	WSYH01002109.1	96018	165790746
scaff_group_004	WSYH01002110.1	96012	165886758
scaff_group_004	WSYH01002111.1	96007	165982765
scaff_group_004	WSYH01000231.1	261132	166243897
scaff_group_004	WSYH01002112.1	96006	166339903
scaff_group_004	WSYH01002113.1	95988	166435891
scaff_group_004	WSYH01002114.1	95979	166531870
scaff_group_004	WSYH01002115.1	95951	166627821
scaff_group_004	WSYH01002116.1	95887	166723708
scaff_group_004	WSYH01002117.1	95849	166819557
scaff_group_004	WSYH01002118.1	95844	166915401
scaff_group_004	WSYH01002119.1	95822	167011223
scaff_group_004	WSYH01002120.1	95748	167106971
scaff_group_004	WSYH01002121.1	95738	167202709
scaff_group_004	WSYH01000043.1	395799	167598508
scaff_group_004	WSYH01000232.1	261063	167859571
scaff_group_004	WSYH01002122.1	95731	167955302
scaff_group_004	WSYH01002123.1	95722	168051024
scaff_group_004	WSYH01002124.1	95716	168146740
scaff_group_004	WSYH01002125.1	95706	168242446
scaff_group_004	WSYH01002126.1	95686	168338132
scaff_group_004	WSYH01002127.1	95686	168433818
scaff_group_004	WSYH01002128.1	95662	168529480
scaff_group_004	WSYH01002129.1	95563	168625043
scaff_group_004	WSYH01002130.1	95522	168720565
scaff_group_004	WSYH01002131.1	95513	168816078
scaff_group_004	WSYH01000233.1	260431	169076509
scaff_group_004	WSYH01002132.1	95485	169171994
scaff_group_004	WSYH01002133.1	95472	169267466
scaff_group_004	WSYH01002134.1	95438	169362904
scaff_group_004	WSYH01002135.1	95378	169458282
scaff_group_004	WSYH01002136.1	95336	169553618
scaff_group_004	WSYH01002137.1	95289	169648907
scaff_group_004	WSYH01002138.1	95284	169744191
scaff_group_004	WSYH01002139.1	95264	169839455
scaff_group_004	WSYH01002140.1	95251	169934706
scaff_group_004	WSYH01002141.1	95212	170029918
scaff_group_004	WSYH01000234.1	260014	170289932
scaff_group_004	WSYH01002142.1	95212	170385144
scaff_group_004	WSYH01002143.1	95203	170480347
scaff_group_004	WSYH01002144.1	95164	170575511
scaff_group_004	WSYH01002145.1	95153	170670664
scaff_group_004	WSYH01002146.1	95147	170765811
scaff_group_004	WSYH01002147.1	95120	170860931
scaff_group_004	WSYH01002148.1	95096	170956027
scaff_group_004	WSYH01002149.1	95052	171051079
scaff_group_004	WSYH01002150.1	95020	171146099
scaff_group_004	WSYH01002151.1	95018	171241117
scaff_group_004	WSYH01000235.1	259177	171500294
scaff_group_004	WSYH01002152.1	94982	171595276
scaff_group_004	WSYH01002153.1	94820	171690096
scaff_group_004	WSYH01002154.1	94806	171784902
scaff_group_004	WSYH01002155.1	94723	171879625
scaff_group_004	WSYH01002156.1	94721	171974346
scaff_group_004	WSYH01002157.1	94682	172069028
scaff_group_004	WSYH01002158.1	94679	172163707
scaff_group_004	WSYH01002159.1	94672	172258379
scaff_group_004	WSYH01002160.1	94649	172353028
scaff_group_004	WSYH01002161.1	94630	172447658
scaff_group_004	WSYH01000236.1	259145	172706803
scaff_group_004	WSYH01002162.1	94628	172801431
scaff_group_004	WSYH01002163.1	94619	172896050
scaff_group_004	WSYH01002164.1	94563	172990613
scaff_group_004	WSYH01002165.1	94523	173085136
scaff_group_004	WSYH01002166.1	94507	173179643
scaff_group_004	WSYH01002167.1	94380	173274023
scaff_group_004	WSYH01002168.1	94336	173368359
scaff_group_004	WSYH01002169.1	94319	173462678
scaff_group_004	WSYH01002170.1	94315	173556993
scaff_group_004	WSYH01002171.1	94239	173651232
scaff_group_004	WSYH01000237.1	258939	173910171
scaff_group_004	WSYH01002172.1	94183	174004354
scaff_group_004	WSYH01002173.1	94157	174098511
scaff_group_004	WSYH01002174.1	94139	174192650
scaff_group_004	WSYH01002175.1	94121	174286771
scaff_group_004	WSYH01002176.1	94110	174380881
scaff_group_004	WSYH01002177.1	94107	174474988
scaff_group_004	WSYH01002178.1	94104	174569092
scaff_group_004	WSYH01002179.1	94081	174663173
scaff_group_004	WSYH01002180.1	94065	174757238
scaff_group_004	WSYH01002181.1	94047	174851285
scaff_group_004	WSYH01000238.1	258607	175109892
scaff_group_004	WSYH01002182.1	94040	175203932
scaff_group_004	WSYH01002183.1	94038	175297970
scaff_group_004	WSYH01002184.1	94026	175391996
scaff_group_004	WSYH01002185.1	93978	175485974
scaff_group_004	WSYH01002186.1	93919	175579893
scaff_group_004	WSYH01002187.1	93893	175673786
scaff_group_004	WSYH01002188.1	93891	175767677
scaff_group_004	WSYH01002189.1	93859	175861536
scaff_group_004	WSYH01002190.1	93782	175955318
scaff_group_004	WSYH01002191.1	93700	176049018
scaff_group_004	WSYH01000239.1	258354	176307372
scaff_group_004	WSYH01002192.1	93687	176401059
scaff_group_004	WSYH01002193.1	93670	176494729
scaff_group_004	WSYH01002194.1	93603	176588332
scaff_group_004	WSYH01002195.1	93602	176681934
scaff_group_004	WSYH01002196.1	93598	176775532
scaff_group_004	WSYH01002197.1	93566	176869098
scaff_group_004	WSYH01002198.1	93549	176962647
scaff_group_004	WSYH01002199.1	93527	177056174
scaff_group_004	WSYH01002200.1	93518	177149692
scaff_group_004	WSYH01002201.1	93494	177243186
scaff_group_004	WSYH01000240.1	257274	177500460
scaff_group_004	WSYH01002202.1	93477	177593937
scaff_group_004	WSYH01002203.1	93422	177687359
scaff_group_004	WSYH01002204.1	93405	177780764
scaff_group_004	WSYH01002205.1	93401	177874165
scaff_group_004	WSYH01002206.1	93397	177967562
scaff_group_004	WSYH01002207.1	93396	178060958
scaff_group_004	WSYH01002208.1	93384	178154342
scaff_group_004	WSYH01002209.1	93370	178247712
scaff_group_004	WSYH01002210.1	93312	178341024
scaff_group_004	WSYH01002211.1	93306	178434330
scaff_group_004	WSYH01000241.1	256202	178690532
scaff_group_004	WSYH01002212.1	93303	178783835
scaff_group_004	WSYH01002213.1	93270	178877105
scaff_group_004	WSYH01002214.1	93265	178970370
scaff_group_004	WSYH01002215.1	93262	179063632
scaff_group_004	WSYH01002216.1	93197	179156829
scaff_group_004	WSYH01002217.1	93114	179249943
scaff_group_004	WSYH01002218.1	93092	179343035
scaff_group_004	WSYH01002219.1	93035	179436070
scaff_group_004	WSYH01002220.1	93001	179529071
scaff_group_004	WSYH01002221.1	92999	179622070
scaff_group_004	WSYH01000044.1	395644	180017714
scaff_group_004	WSYH01000242.1	256117	180273831
scaff_group_004	WSYH01002222.1	92995	180366826
scaff_group_004	WSYH01002223.1	92888	180459714
scaff_group_004	WSYH01002224.1	92885	180552599
scaff_group_004	WSYH01002225.1	92884	180645483
scaff_group_004	WSYH01002226.1	92844	180738327
scaff_group_004	WSYH01002227.1	92805	180831132
scaff_group_004	WSYH01002228.1	92794	180923926
scaff_group_004	WSYH01002229.1	92780	181016706
scaff_group_004	WSYH01002230.1	92730	181109436
scaff_group_004	WSYH01002231.1	92718	181202154
scaff_group_004	WSYH01000243.1	256074	181458228
scaff_group_004	WSYH01002232.1	92712	181550940
scaff_group_004	WSYH01002233.1	92699	181643639
scaff_group_004	WSYH01002234.1	92651	181736290
scaff_group_004	WSYH01002235.1	92590	181828880
scaff_group_004	WSYH01002236.1	92538	181921418
scaff_group_004	WSYH01002237.1	92515	182013933
scaff_group_004	WSYH01002238.1	92504	182106437
scaff_group_004	WSYH01002239.1	92476	182198913
scaff_group_004	WSYH01002240.1	92473	182291386
scaff_group_004	WSYH01002241.1	92451	182383837
scaff_group_004	WSYH01000244.1	255794	182639631
scaff_group_004	WSYH01002242.1	92420	182732051
scaff_group_004	WSYH01002243.1	92394	182824445
scaff_group_004	WSYH01002244.1	92339	182916784
scaff_group_004	WSYH01002245.1	92330	183009114
scaff_group_004	WSYH01002246.1	92301	183101415
scaff_group_004	WSYH01002247.1	92218	183193633
scaff_group_004	WSYH01002248.1	92215	183285848
scaff_group_004	WSYH01002249.1	92209	183378057
scaff_group_004	WSYH01002250.1	92145	183470202
scaff_group_004	WSYH01002251.1	92145	183562347
scaff_group_004	WSYH01000245.1	255062	183817409
scaff_group_004	WSYH01002252.1	92133	183909542
scaff_group_004	WSYH01002253.1	92087	184001629
scaff_group_004	WSYH01002254.1	92059	184093688
scaff_group_004	WSYH01002255.1	92024	184185712
scaff_group_004	WSYH01002256.1	92003	184277715
scaff_group_004	WSYH01002257.1	91980	184369695
scaff_group_004	WSYH01002258.1	91935	184461630
scaff_group_004	WSYH01002259.1	91840	184553470
scaff_group_004	WSYH01002260.1	91801	184645271
scaff_group_004	WSYH01002261.1	91714	184736985
scaff_group_004	WSYH01000246.1	254446	184991431
scaff_group_004	WSYH01002262.1	91678	185083109
scaff_group_004	WSYH01002263.1	91656	185174765
scaff_group_004	WSYH01002264.1	91649	185266414
scaff_group_004	WSYH01002265.1	91592	185358006
scaff_group_004	WSYH01002266.1	91583	185449589
scaff_group_004	WSYH01002267.1	91541	185541130
scaff_group_004	WSYH01002268.1	91507	185632637
scaff_group_004	WSYH01002269.1	91485	185724122
scaff_group_004	WSYH01002270.1	91468	185815590
scaff_group_004	WSYH01002271.1	91398	185906988
scaff_group_004	WSYH01000247.1	254270	186161258
scaff_group_004	WSYH01002272.1	91390	186252648
scaff_group_004	WSYH01002273.1	91375	186344023
scaff_group_004	WSYH01002274.1	91349	186435372
scaff_group_004	WSYH01002275.1	91348	186526720
scaff_group_004	WSYH01002276.1	91310	186618030
scaff_group_004	WSYH01002277.1	91257	186709287
scaff_group_004	WSYH01002278.1	91215	186800502
scaff_group_004	WSYH01002279.1	91151	186891653
scaff_group_004	WSYH01002280.1	91111	186982764
scaff_group_004	WSYH01002281.1	91107	187073871
scaff_group_004	WSYH01000248.1	254072	187327943
scaff_group_004	WSYH01002282.1	91090	187419033
scaff_group_004	WSYH01002283.1	91048	187510081
scaff_group_004	WSYH01002284.1	90935	187601016
scaff_group_004	WSYH01002285.1	90896	187691912
scaff_group_004	WSYH01002286.1	90870	187782782
scaff_group_004	WSYH01002287.1	90868	187873650
scaff_group_004	WSYH01002288.1	90850	187964500
scaff_group_004	WSYH01002289.1	90841	188055341
scaff_group_004	WSYH01002290.1	90824	188146165
scaff_group_004	WSYH01002291.1	90806	188236971
scaff_group_004	WSYH01000249.1	253724	188490695
scaff_group_004	WSYH01002292.1	90781	188581476
scaff_group_004	WSYH01002293.1	90765	188672241
scaff_group_004	WSYH01002294.1	90741	188762982
scaff_group_004	WSYH01002295.1	90710	188853692
scaff_group_004	WSYH01002296.1	90674	188944366
scaff_group_004	WSYH01002297.1	90647	189035013
scaff_group_004	WSYH01002298.1	90625	189125638
scaff_group_004	WSYH01002299.1	90625	189216263
scaff_group_004	WSYH01002300.1	90606	189306869
scaff_group_004	WSYH01002301.1	90598	189397467
scaff_group_004	WSYH01000250.1	253528	189650995
scaff_group_004	WSYH01002302.1	90579	189741574
scaff_group_004	WSYH01002303.1	90579	189832153
scaff_group_004	WSYH01002304.1	90557	189922710
scaff_group_004	WSYH01002305.1	90554	190013264
scaff_group_004	WSYH01002306.1	90528	190103792
scaff_group_004	WSYH01002307.1	90523	190194315
scaff_group_004	WSYH01002308.1	90516	190284831
scaff_group_004	WSYH01002309.1	90501	190375332
scaff_group_004	WSYH01002310.1	90495	190465827
scaff_group_004	WSYH01002311.1	90461	190556288
scaff_group_004	WSYH01000251.1	253460	190809748
scaff_group_004	WSYH01002312.1	90434	190900182
scaff_group_004	WSYH01002313.1	90431	190990613
scaff_group_004	WSYH01002314.1	90415	191081028
scaff_group_004	WSYH01002315.1	90366	191171394
scaff_group_004	WSYH01002316.1	90354	191261748
scaff_group_004	WSYH01002317.1	90344	191352092
scaff_group_004	WSYH01002318.1	90321	191442413
scaff_group_004	WSYH01002319.1	90286	191532699
scaff_group_004	WSYH01002320.1	90267	191622966
scaff_group_004	WSYH01002321.1	90261	191713227
scaff_group_004	WSYH01000045.1	395558	192108785
scaff_group_004	WSYH01000252.1	252977	192361762
scaff_group_004	WSYH01002322.1	90239	192452001
scaff_group_004	WSYH01002323.1	90201	192542202
scaff_group_004	WSYH01002324.1	90188	192632390
scaff_group_004	WSYH01002325.1	90172	192722562
scaff_group_004	WSYH01002326.1	90155	192812717
scaff_group_004	WSYH01002327.1	90148	192902865
scaff_group_004	WSYH01002328.1	90126	192992991
scaff_group_004	WSYH01002329.1	90079	193083070
scaff_group_004	WSYH01002330.1	90069	193173139
scaff_group_004	WSYH01002331.1	90024	193263163
scaff_group_004	WSYH01000253.1	252931	193516094
scaff_group_004	WSYH01002332.1	89987	193606081
scaff_group_004	WSYH01002333.1	89903	193695984
scaff_group_004	WSYH01002334.1	89893	193785877
scaff_group_004	WSYH01002335.1	89865	193875742
scaff_group_004	WSYH01002336.1	89859	193965601
scaff_group_004	WSYH01002337.1	89831	194055432
scaff_group_004	WSYH01002338.1	89795	194145227
scaff_group_004	WSYH01002339.1	89794	194235021
scaff_group_004	WSYH01002340.1	89790	194324811
scaff_group_004	WSYH01002341.1	89761	194414572
scaff_group_004	WSYH01000254.1	252840	194667412
scaff_group_004	WSYH01002342.1	89739	194757151
scaff_group_004	WSYH01002343.1	89713	194846864
scaff_group_004	WSYH01002344.1	89693	194936557
scaff_group_004	WSYH01002345.1	89690	195026247
scaff_group_004	WSYH01002346.1	89661	195115908
scaff_group_004	WSYH01002347.1	89654	195205562
scaff_group_004	WSYH01002348.1	89588	195295150
scaff_group_004	WSYH01002349.1	89555	195384705
scaff_group_004	WSYH01002350.1	89535	195474240
scaff_group_004	WSYH01002351.1	89503	195563743
scaff_group_004	WSYH01000255.1	252511	195816254
scaff_group_004	WSYH01002352.1	89479	195905733
scaff_group_004	WSYH01002353.1	89422	195995155
scaff_group_004	WSYH01002354.1	89419	196084574
scaff_group_004	WSYH01002355.1	89373	196173947
scaff_group_004	WSYH01002356.1	89286	196263233
scaff_group_004	WSYH01002357.1	89280	196352513
scaff_group_004	WSYH01002358.1	89250	196441763
scaff_group_004	WSYH01002359.1	89234	196530997
scaff_group_004	WSYH01002360.1	89225	196620222
scaff_group_004	WSYH01002361.1	89222	196709444
scaff_group_004	WSYH01000256.1	251091	196960535
scaff_group_004	WSYH01002362.1	89115	197049650
scaff_group_004	WSYH01002363.1	89107	197138757
scaff_group_004	WSYH01002364.1	89090	197227847
scaff_group_004	WSYH01002365.1	89066	197316913
scaff_group_004	WSYH01002366.1	89066	197405979
scaff_group_004	WSYH01002367.1	89054	197495033
scaff_group_004	WSYH01002368.1	88904	197583937
scaff_group_004	WSYH01002369.1	88904	197672841
scaff_group_004	WSYH01002370.1	88878	197761719
scaff_group_004	WSYH01002371.1	88836	197850555
scaff_group_004	WSYH01000257.1	250136	198100691
scaff_group_004	WSYH01002372.1	88816	198189507
scaff_group_004	WSYH01002373.1	88792	198278299
scaff_group_004	WSYH01002374.1	88783	198367082
scaff_group_004	WSYH01002375.1	88753	198455835
scaff_group_004	WSYH01002376.1	88746	198544581
scaff_group_004	WSYH01002377.1	88742	198633323
scaff_group_004	WSYH01002378.1	88735	198722058
scaff_group_004	WSYH01002379.1	88670	198810728
scaff_group_004	WSYH01002380.1	88569	198899297
scaff_group_004	WSYH01002381.1	88565	198987862
scaff_group_004	WSYH01000258.1	250121	199237983
scaff_group_004	WSYH01002382.1	88541	199326524
scaff_group_004	WSYH01002383.1	88510	199415034
scaff_group_004	WSYH01002384.1	88487	199503521
scaff_group_004	WSYH01002385.1	88476	199591997
scaff_group_004	WSYH01002386.1	88437	199680434
scaff_group_004	WSYH01002387.1	88404	199768838
scaff_group_004	WSYH01002388.1	88398	199857236
scaff_group_004	WSYH01002389.1	88324	199945560
scaff_group_005	WSYH01002390.1	88319	200033879
scaff_group_005	WSYH01002391.1	88316	200122195
scaff_group_005	WSYH01000259.1	250113	200372308
scaff_group_005	WSYH01002392.1	88266	200460574
scaff_group_005	WSYH01002393.1	88264	200548838
scaff_group_005	WSYH01002394.1	88261	200637099
scaff_group_005	WSYH01002395.1	88196	200725295
scaff_group_005	WSYH01002396.1	88158	200813453
scaff_group_005	WSYH01002397.1	88153	200901606
scaff_group_005	WSYH01002398.1	88139	200989745
scaff_group_005	WSYH01002399.1	88124	201077869
scaff_group_005	WSYH01002400.1	88116	201165985
scaff_group_005	WSYH01002401.1	88056	201254041
scaff_group_005	WSYH01000260.1	249825	201503866
scaff_group_005	WSYH01002402.1	88047	201591913
scaff_group_005	WSYH01002403.1	88013	201679926
scaff_group_005	WSYH01002404.1	88012	201767938
scaff_group_005	WSYH01002405.1	88003	201855941
scaff_group_005	WSYH01002406.1	87991	201943932
scaff_group_005	WSYH01002407.1	87973	202031905
scaff_group_005	WSYH01002408.1	87966	202119871
scaff_group_005	WSYH01002409.1	87965	202207836
scaff_group_005	WSYH01002410.1	87941	202295777
scaff_group_005	WSYH01002411.1	87928	202383705
scaff_group_005	WSYH01000261.1	248883	202632588
scaff_group_005	WSYH01002412.1	87897	202720485
scaff_group_005	WSYH01002413.1	87772	202808257
scaff_group_005	WSYH01002414.1	87745	202896002
scaff_group_005	WSYH01002415.1	87744	202983746
scaff_group_005	WSYH01002416.1	87673	203071419
scaff_group_005	WSYH01002417.1	87563	203158982
scaff_group_005	WSYH01002418.1	87523	203246505
scaff_group_005	WSYH01002419.1	87501	203334006
scaff_group_005	WSYH01002420.1	87488	203421494
scaff_group_005	WSYH01002421.1	87455	203508949
scaff_group_005	WSYH01000046.1	392931	203901880
scaff_group_005	WSYH01000262.1	248256	204150136
scaff_group_005	WSYH01002422.1	87350	204237486
scaff_group_005	WSYH01002423.1	87337	204324823
scaff_group_005	WSYH01002424.1	87296	204412119
scaff_group_005	WSYH01002425.1	87245	204499364
scaff_group_005	WSYH01002426.1	87212	204586576
scaff_group_005	WSYH01002427.1	87157	204673733
scaff_group_005	WSYH01002428.1	87101	204760834
scaff_group_005	WSYH01002429.1	87092	204847926
scaff_group_005	WSYH01002430.1	87000	204934926
scaff_group_005	WSYH01002431.1	86979	205021905
scaff_group_005	WSYH01000263.1	247102	205269007
scaff_group_005	WSYH01002432.1	86974	205355981
scaff_group_005	WSYH01002433.1	86967	205442948
scaff_group_005	WSYH01002434.1	86950	205529898
scaff_group_005	WSYH01002435.1	86931	205616829
scaff_group_005	WSYH01002436.1	86913	205703742
scaff_group_005	WSYH01002437.1	86869	205790611
scaff_group_005	WSYH01002438.1	86854	205877465
scaff_group_005	WSYH01002439.1	86829	205964294
scaff_group_005	WSYH01002440.1	86824	206051118
scaff_group_005	WSYH01002441.1	86822	206137940
scaff_group_005	WSYH01000264.1	246908	206384848
scaff_group_005	WSYH01002442.1	86819	206471667
scaff_group_005	WSYH01002443.1	86810	206558477
scaff_group_005	WSYH01002444.1	86774	206645251
scaff_group_005	WSYH01002445.1	86732	206731983
scaff_group_005	WSYH01002446.1	86728	206818711
scaff_group_005	WSYH01002447.1	86715	206905426
scaff_group_005	WSYH01002448.1	86666	206992092
scaff_group_005	WSYH01002449.1	86657	207078749
scaff_group_005	WSYH01002450.1	86625	207165374
scaff_group_005	WSYH01002451.1	86617	207251991
scaff_group_005	WSYH01000265.1	246344	207498335
scaff_group_005	WSYH01002452.1	86612	207584947
scaff_group_005	WSYH01002453.1	86577	207671524
scaff_group_005	WSYH01002454.1	86577	207758101
scaff_group_005	WSYH01002455.1	86557	207844658
scaff_group_005	WSYH01002456.1	86557	207931215
scaff_group_005	WSYH01002457.1	86486	208017701
scaff_group_005	WSYH01002458.1	86439	208104140
scaff_group_005	WSYH01002459.1	86414	208190554
scaff_group_005	WSYH01002460.1	86405	208276959
scaff_group_005	WSYH01002461.1	86375	208363334
scaff_group_005	WSYH01000266.1	246234	208609568
scaff_group_005	WSYH01002462.1	86341	208695909
scaff_group_005	WSYH01002463.1	86321	208782230
scaff_group_005	WSYH01002464.1	86303	208868533
scaff_group_005	WSYH01002465.1	86276	208954809
scaff_group_005	WSYH01002466.1	86267	209041076
scaff_group_005	WSYH01002467.1	86262	209127338
scaff_group_005	WSYH01002468.1	86223	209213561
scaff_group_005	WSYH01002469.1	86221	209299782
