id	scatter_idx	chrom	start	end	scatter_length
scaff_group_002	scat_0010	WSYH01001600.1	1	114502	4643361
scaff_group_002	scat_0010	WSYH01001601.1	1	114476	4643361
scaff_group_002	scat_0010	WSYH01000180.1	1	291294	4643361
scaff_group_002	scat_0010	WSYH01001602.1	1	114214	4643361
scaff_group_002	scat_0010	WSYH01001603.1	1	114180	4643361
scaff_group_002	scat_0010	WSYH01001604.1	1	114168	4643361
scaff_group_002	scat_0010	WSYH01001605.1	1	114128	4643361
scaff_group_002	scat_0010	WSYH01001606.1	1	114118	4643361
scaff_group_002	scat_0010	WSYH01001607.1	1	114082	4643361
scaff_group_002	scat_0010	WSYH01001608.1	1	114050	4643361
scaff_group_002	scat_0010	WSYH01001609.1	1	114025	4643361
scaff_group_002	scat_0010	WSYH01001610.1	1	113998	4643361
scaff_group_002	scat_0010	WSYH01001611.1	1	113993	4643361
scaff_group_002	scat_0010	WSYH01000181.1	1	291074	4643361
scaff_group_002	scat_0010	WSYH01001612.1	1	113979	4643361
scaff_group_002	scat_0010	WSYH01001613.1	1	113910	4643361
scaff_group_002	scat_0010	WSYH01001614.1	1	113903	4643361
scaff_group_002	scat_0010	WSYH01001615.1	1	113694	4643361
scaff_group_002	scat_0010	WSYH01001616.1	1	113530	4643361
scaff_group_002	scat_0010	WSYH01001617.1	1	113493	4643361
scaff_group_002	scat_0010	WSYH01001618.1	1	113447	4643361
scaff_group_002	scat_0010	WSYH01001619.1	1	113394	4643361
scaff_group_002	scat_0010	WSYH01001620.1	1	113315	4643361
scaff_group_002	scat_0010	WSYH01001621.1	1	113312	4643361
scaff_group_002	scat_0011	WSYH01000038.1	1	407072	1037973
scaff_group_002	scat_0011	WSYH01000182.1	1	290979	1037973
scaff_group_002	scat_0011	WSYH01001622.1	1	113311	1037973
scaff_group_002	scat_0011	WSYH01001623.1	1	113311	1037973
scaff_group_002	scat_0011	WSYH01001624.1	1	113300	1037973
scaff_group_003	scat_0001	WSYH01001625.1	1	113204	4919096
scaff_group_003	scat_0001	WSYH01001626.1	1	113179	4919096
scaff_group_003	scat_0001	WSYH01001627.1	1	113167	4919096
scaff_group_003	scat_0001	WSYH01001628.1	1	113163	4919096
scaff_group_003	scat_0001	WSYH01001629.1	1	113135	4919096
scaff_group_003	scat_0001	WSYH01001630.1	1	113047	4919096
scaff_group_003	scat_0001	WSYH01001631.1	1	112999	4919096
scaff_group_003	scat_0001	WSYH01000183.1	1	289131	4919096
scaff_group_003	scat_0001	WSYH01001632.1	1	112991	4919096
scaff_group_003	scat_0001	WSYH01001633.1	1	112976	4919096
scaff_group_003	scat_0001	WSYH01001634.1	1	112913	4919096
scaff_group_003	scat_0001	WSYH01001635.1	1	112911	4919096
scaff_group_003	scat_0001	WSYH01001636.1	1	112904	4919096
scaff_group_003	scat_0001	WSYH01001637.1	1	112832	4919096
scaff_group_003	scat_0001	WSYH01001638.1	1	112763	4919096
scaff_group_003	scat_0001	WSYH01001639.1	1	112739	4919096
scaff_group_003	scat_0001	WSYH01001640.1	1	112735	4919096
scaff_group_003	scat_0001	WSYH01001641.1	1	112680	4919096
scaff_group_003	scat_0001	WSYH01000184.1	1	288019	4919096
scaff_group_003	scat_0001	WSYH01001642.1	1	112664	4919096
scaff_group_003	scat_0001	WSYH01001643.1	1	112649	4919096
scaff_group_003	scat_0001	WSYH01001644.1	1	112549	4919096
scaff_group_003	scat_0001	WSYH01001645.1	1	112528	4919096
scaff_group_003	scat_0001	WSYH01001646.1	1	112452	4919096
scaff_group_003	scat_0001	WSYH01001647.1	1	112390	4919096
scaff_group_003	scat_0001	WSYH01001648.1	1	112325	4919096
scaff_group_003	scat_0001	WSYH01001649.1	1	112303	4919096
scaff_group_003	scat_0001	WSYH01001650.1	1	112292	4919096
scaff_group_003	scat_0001	WSYH01001651.1	1	112271	4919096
scaff_group_003	scat_0001	WSYH01000185.1	1	287557	4919096
scaff_group_003	scat_0001	WSYH01001652.1	1	112269	4919096
scaff_group_003	scat_0001	WSYH01001653.1	1	112263	4919096
scaff_group_003	scat_0001	WSYH01001654.1	1	112262	4919096
scaff_group_003	scat_0001	WSYH01001655.1	1	112252	4919096
scaff_group_003	scat_0001	WSYH01001656.1	1	112209	4919096
scaff_group_003	scat_0001	WSYH01001657.1	1	112145	4919096
scaff_group_003	scat_0001	WSYH01001658.1	1	112137	4919096
scaff_group_003	scat_0001	WSYH01001659.1	1	112046	4919096
scaff_group_003	scat_0001	WSYH01001660.1	1	112045	4919096
scaff_group_003	scat_0002	WSYH01001661.1	1	111980	4928043
scaff_group_003	scat_0002	WSYH01000186.1	1	286007	4928043
scaff_group_003	scat_0002	WSYH01001662.1	1	111972	4928043
scaff_group_003	scat_0002	WSYH01001663.1	1	111951	4928043
scaff_group_003	scat_0002	WSYH01001664.1	1	111940	4928043
scaff_group_003	scat_0002	WSYH01001665.1	1	111923	4928043
scaff_group_003	scat_0002	WSYH01001666.1	1	111872	4928043
scaff_group_003	scat_0002	WSYH01001667.1	1	111840	4928043
scaff_group_003	scat_0002	WSYH01001668.1	1	111840	4928043
scaff_group_003	scat_0002	WSYH01001669.1	1	111804	4928043
scaff_group_003	scat_0002	WSYH01001670.1	1	111785	4928043
scaff_group_003	scat_0002	WSYH01001671.1	1	111782	4928043
scaff_group_003	scat_0002	WSYH01000187.1	1	284647	4928043
scaff_group_003	scat_0002	WSYH01001672.1	1	111766	4928043
scaff_group_003	scat_0002	WSYH01001673.1	1	111756	4928043
scaff_group_003	scat_0002	WSYH01001674.1	1	111697	4928043
scaff_group_003	scat_0002	WSYH01001675.1	1	111688	4928043
scaff_group_003	scat_0002	WSYH01001676.1	1	111561	4928043
scaff_group_003	scat_0002	WSYH01001677.1	1	111558	4928043
scaff_group_003	scat_0002	WSYH01001678.1	1	111529	4928043
scaff_group_003	scat_0002	WSYH01001679.1	1	111495	4928043
scaff_group_003	scat_0002	WSYH01001680.1	1	111383	4928043
scaff_group_003	scat_0002	WSYH01001681.1	1	111318	4928043
scaff_group_003	scat_0002	WSYH01000188.1	1	284521	4928043
scaff_group_003	scat_0002	WSYH01001682.1	1	111210	4928043
scaff_group_003	scat_0002	WSYH01001683.1	1	111187	4928043
scaff_group_003	scat_0002	WSYH01001684.1	1	111009	4928043
scaff_group_003	scat_0002	WSYH01001685.1	1	111002	4928043
scaff_group_003	scat_0002	WSYH01001686.1	1	110992	4928043
scaff_group_003	scat_0002	WSYH01001687.1	1	110992	4928043
scaff_group_003	scat_0002	WSYH01001688.1	1	110935	4928043
scaff_group_003	scat_0002	WSYH01001689.1	1	110876	4928043
scaff_group_003	scat_0002	WSYH01001690.1	1	110874	4928043
scaff_group_003	scat_0002	WSYH01001691.1	1	110832	4928043
scaff_group_003	scat_0002	WSYH01000189.1	1	284311	4928043
scaff_group_003	scat_0002	WSYH01001692.1	1	110812	4928043
scaff_group_003	scat_0002	WSYH01001693.1	1	110731	4928043
scaff_group_003	scat_0002	WSYH01001694.1	1	110665	4928043
scaff_group_003	scat_0003	WSYH01001695.1	1	110598	4983098
scaff_group_003	scat_0003	WSYH01001696.1	1	110538	4983098
scaff_group_003	scat_0003	WSYH01001697.1	1	110392	4983098
scaff_group_003	scat_0003	WSYH01001698.1	1	110352	4983098
scaff_group_003	scat_0003	WSYH01001699.1	1	110344	4983098
scaff_group_003	scat_0003	WSYH01001700.1	1	110322	4983098
scaff_group_003	scat_0003	WSYH01001701.1	1	110315	4983098
scaff_group_003	scat_0003	WSYH01000190.1	1	282843	4983098
scaff_group_003	scat_0003	WSYH01001702.1	1	110232	4983098
scaff_group_003	scat_0003	WSYH01001703.1	1	110224	4983098
scaff_group_003	scat_0003	WSYH01001704.1	1	110155	4983098
scaff_group_003	scat_0003	WSYH01001705.1	1	110099	4983098
scaff_group_003	scat_0003	WSYH01001706.1	1	110069	4983098
scaff_group_003	scat_0003	WSYH01001707.1	1	110051	4983098
scaff_group_003	scat_0003	WSYH01001708.1	1	109941	4983098
scaff_group_003	scat_0003	WSYH01001709.1	1	109919	4983098
scaff_group_003	scat_0003	WSYH01001710.1	1	109861	4983098
scaff_group_003	scat_0003	WSYH01001711.1	1	109860	4983098
scaff_group_003	scat_0003	WSYH01000191.1	1	282589	4983098
scaff_group_003	scat_0003	WSYH01001712.1	1	109839	4983098
scaff_group_003	scat_0003	WSYH01001713.1	1	109570	4983098
scaff_group_003	scat_0003	WSYH01001714.1	1	109541	4983098
scaff_group_003	scat_0003	WSYH01001715.1	1	109531	4983098
scaff_group_003	scat_0003	WSYH01001716.1	1	109468	4983098
scaff_group_003	scat_0003	WSYH01001717.1	1	109461	4983098
scaff_group_003	scat_0003	WSYH01001718.1	1	109375	4983098
scaff_group_003	scat_0003	WSYH01001719.1	1	109373	4983098
scaff_group_003	scat_0003	WSYH01001720.1	1	109309	4983098
scaff_group_003	scat_0003	WSYH01001721.1	1	109242	4983098
scaff_group_003	scat_0003	WSYH01000039.1	1	403113	4983098
scaff_group_003	scat_0003	WSYH01000192.1	1	282431	4983098
scaff_group_003	scat_0003	WSYH01001722.1	1	109235	4983098
scaff_group_003	scat_0003	WSYH01001723.1	1	109233	4983098
scaff_group_003	scat_0003	WSYH01001724.1	1	109206	4983098
scaff_group_003	scat_0003	WSYH01001725.1	1	109181	4983098
scaff_group_003	scat_0003	WSYH01001726.1	1	109110	4983098
scaff_group_003	scat_0003	WSYH01001727.1	1	109090	4983098
scaff_group_003	scat_0003	WSYH01001728.1	1	109086	4983098
scaff_group_003	scat_0004	WSYH01001729.1	1	109044	4918813
scaff_group_003	scat_0004	WSYH01001730.1	1	108973	4918813
scaff_group_003	scat_0004	WSYH01001731.1	1	108970	4918813
scaff_group_003	scat_0004	WSYH01000193.1	1	281654	4918813
scaff_group_003	scat_0004	WSYH01001732.1	1	108922	4918813
scaff_group_003	scat_0004	WSYH01001733.1	1	108877	4918813
scaff_group_003	scat_0004	WSYH01001734.1	1	108828	4918813
scaff_group_003	scat_0004	WSYH01001735.1	1	108827	4918813
scaff_group_003	scat_0004	WSYH01001736.1	1	108821	4918813
scaff_group_003	scat_0004	WSYH01001737.1	1	108806	4918813
scaff_group_003	scat_0004	WSYH01001738.1	1	108786	4918813
scaff_group_003	scat_0004	WSYH01001739.1	1	108753	4918813
scaff_group_003	scat_0004	WSYH01001740.1	1	108694	4918813
scaff_group_003	scat_0004	WSYH01001741.1	1	108694	4918813
scaff_group_003	scat_0004	WSYH01000194.1	1	281086	4918813
scaff_group_003	scat_0004	WSYH01001742.1	1	108655	4918813
scaff_group_003	scat_0004	WSYH01001743.1	1	108628	4918813
scaff_group_003	scat_0004	WSYH01001744.1	1	108603	4918813
scaff_group_003	scat_0004	WSYH01001745.1	1	108590	4918813
scaff_group_003	scat_0004	WSYH01001746.1	1	108512	4918813
scaff_group_003	scat_0004	WSYH01001747.1	1	108451	4918813
scaff_group_003	scat_0004	WSYH01001748.1	1	108400	4918813
scaff_group_003	scat_0004	WSYH01001749.1	1	108293	4918813
scaff_group_003	scat_0004	WSYH01001750.1	1	108283	4918813
scaff_group_003	scat_0004	WSYH01001751.1	1	108247	4918813
scaff_group_003	scat_0004	WSYH01000195.1	1	281023	4918813
scaff_group_003	scat_0004	WSYH01001752.1	1	108232	4918813
scaff_group_003	scat_0004	WSYH01001753.1	1	108195	4918813
scaff_group_003	scat_0004	WSYH01001754.1	1	108185	4918813
scaff_group_003	scat_0004	WSYH01001755.1	1	108109	4918813
scaff_group_003	scat_0004	WSYH01001756.1	1	108101	4918813
scaff_group_003	scat_0004	WSYH01001757.1	1	108075	4918813
scaff_group_003	scat_0004	WSYH01001758.1	1	108009	4918813
scaff_group_003	scat_0004	WSYH01001759.1	1	107999	4918813
scaff_group_003	scat_0004	WSYH01001760.1	1	107996	4918813
scaff_group_003	scat_0004	WSYH01001761.1	1	107970	4918813
scaff_group_003	scat_0004	WSYH01000196.1	1	278764	4918813
scaff_group_003	scat_0004	WSYH01001762.1	1	107885	4918813
scaff_group_003	scat_0004	WSYH01001763.1	1	107873	4918813
scaff_group_003	scat_0005	WSYH01001764.1	1	107848	4895657
scaff_group_003	scat_0005	WSYH01001765.1	1	107694	4895657
scaff_group_003	scat_0005	WSYH01001766.1	1	107677	4895657
scaff_group_003	scat_0005	WSYH01001767.1	1	107620	4895657
scaff_group_003	scat_0005	WSYH01001768.1	1	107579	4895657
scaff_group_003	scat_0005	WSYH01001769.1	1	107578	4895657
scaff_group_003	scat_0005	WSYH01001770.1	1	107468	4895657
scaff_group_003	scat_0005	WSYH01001771.1	1	107418	4895657
scaff_group_003	scat_0005	WSYH01000197.1	1	278629	4895657
scaff_group_003	scat_0005	WSYH01001772.1	1	107379	4895657
scaff_group_003	scat_0005	WSYH01001773.1	1	107340	4895657
scaff_group_003	scat_0005	WSYH01001774.1	1	107162	4895657
scaff_group_003	scat_0005	WSYH01001775.1	1	107118	4895657
scaff_group_003	scat_0005	WSYH01001776.1	1	107107	4895657
scaff_group_003	scat_0005	WSYH01001777.1	1	106913	4895657
scaff_group_003	scat_0005	WSYH01001778.1	1	106894	4895657
scaff_group_003	scat_0005	WSYH01001779.1	1	106866	4895657
scaff_group_003	scat_0005	WSYH01001780.1	1	106845	4895657
scaff_group_003	scat_0005	WSYH01001781.1	1	106835	4895657
scaff_group_003	scat_0005	WSYH01000198.1	1	277840	4895657
scaff_group_003	scat_0005	WSYH01001782.1	1	106800	4895657
scaff_group_003	scat_0005	WSYH01001783.1	1	106762	4895657
scaff_group_003	scat_0005	WSYH01001784.1	1	106733	4895657
scaff_group_003	scat_0005	WSYH01001785.1	1	106666	4895657
scaff_group_003	scat_0005	WSYH01001786.1	1	106665	4895657
scaff_group_003	scat_0005	WSYH01001787.1	1	106641	4895657
scaff_group_003	scat_0005	WSYH01001788.1	1	106628	4895657
scaff_group_003	scat_0005	WSYH01001789.1	1	106612	4895657
scaff_group_003	scat_0005	WSYH01001790.1	1	106554	4895657
scaff_group_003	scat_0005	WSYH01001791.1	1	106510	4895657
scaff_group_003	scat_0005	WSYH01000199.1	1	277775	4895657
scaff_group_003	scat_0005	WSYH01001792.1	1	106491	4895657
scaff_group_003	scat_0005	WSYH01001793.1	1	106476	4895657
scaff_group_003	scat_0005	WSYH01001794.1	1	106425	4895657
scaff_group_003	scat_0005	WSYH01001795.1	1	106407	4895657
scaff_group_003	scat_0005	WSYH01001796.1	1	106337	4895657
scaff_group_003	scat_0005	WSYH01001797.1	1	106323	4895657
scaff_group_003	scat_0005	WSYH01001798.1	1	106284	4895657
scaff_group_003	scat_0005	WSYH01001799.1	1	106272	4895657
scaff_group_003	scat_0005	WSYH01001800.1	1	106246	4895657
scaff_group_003	scat_0005	WSYH01001801.1	1	106240	4895657
scaff_group_003	scat_0006	WSYH01000200.1	1	275789	4983993
scaff_group_003	scat_0006	WSYH01001802.1	1	106168	4983993
scaff_group_003	scat_0006	WSYH01001803.1	1	106079	4983993
scaff_group_003	scat_0006	WSYH01001804.1	1	106072	4983993
scaff_group_003	scat_0006	WSYH01001805.1	1	106027	4983993
scaff_group_003	scat_0006	WSYH01001806.1	1	105995	4983993
scaff_group_003	scat_0006	WSYH01001807.1	1	105983	4983993
scaff_group_003	scat_0006	WSYH01001808.1	1	105980	4983993
scaff_group_003	scat_0006	WSYH01001809.1	1	105951	4983993
scaff_group_003	scat_0006	WSYH01001810.1	1	105835	4983993
scaff_group_003	scat_0006	WSYH01001811.1	1	105818	4983993
scaff_group_003	scat_0006	WSYH01000201.1	1	274522	4983993
scaff_group_003	scat_0006	WSYH01001812.1	1	105798	4983993
scaff_group_003	scat_0006	WSYH01001813.1	1	105788	4983993
scaff_group_003	scat_0006	WSYH01001814.1	1	105787	4983993
scaff_group_003	scat_0006	WSYH01001815.1	1	105750	4983993
scaff_group_003	scat_0006	WSYH01001816.1	1	105749	4983993
scaff_group_003	scat_0006	WSYH01001817.1	1	105690	4983993
scaff_group_003	scat_0006	WSYH01001818.1	1	105653	4983993
scaff_group_003	scat_0006	WSYH01001819.1	1	105640	4983993
scaff_group_003	scat_0006	WSYH01001820.1	1	105493	4983993
scaff_group_003	scat_0006	WSYH01001821.1	1	105445	4983993
scaff_group_003	scat_0006	WSYH01000040.1	1	401773	4983993
scaff_group_003	scat_0006	WSYH01000202.1	1	274192	4983993
scaff_group_003	scat_0006	WSYH01001822.1	1	105417	4983993
scaff_group_003	scat_0006	WSYH01001823.1	1	105381	4983993
scaff_group_003	scat_0006	WSYH01001824.1	1	105349	4983993
scaff_group_003	scat_0006	WSYH01001825.1	1	105325	4983993
scaff_group_003	scat_0006	WSYH01001826.1	1	105322	4983993
scaff_group_003	scat_0006	WSYH01001827.1	1	105302	4983993
scaff_group_003	scat_0006	WSYH01001828.1	1	105229	4983993
scaff_group_003	scat_0006	WSYH01001829.1	1	105101	4983993
scaff_group_003	scat_0006	WSYH01001830.1	1	105086	4983993
scaff_group_003	scat_0006	WSYH01001831.1	1	105062	4983993
scaff_group_003	scat_0006	WSYH01000203.1	1	273335	4983993
scaff_group_003	scat_0006	WSYH01001832.1	1	105052	4983993
scaff_group_003	scat_0006	WSYH01001833.1	1	105031	4983993
scaff_group_003	scat_0006	WSYH01001834.1	1	105024	4983993
scaff_group_003	scat_0007	WSYH01001835.1	1	105017	4944183
scaff_group_003	scat_0007	WSYH01001836.1	1	104927	4944183
scaff_group_003	scat_0007	WSYH01001837.1	1	104836	4944183
scaff_group_003	scat_0007	WSYH01001838.1	1	104832	4944183
scaff_group_003	scat_0007	WSYH01001839.1	1	104778	4944183
scaff_group_003	scat_0007	WSYH01001840.1	1	104722	4944183
scaff_group_003	scat_0007	WSYH01001841.1	1	104645	4944183
scaff_group_003	scat_0007	WSYH01000204.1	1	273143	4944183
scaff_group_003	scat_0007	WSYH01001842.1	1	104644	4944183
scaff_group_003	scat_0007	WSYH01001843.1	1	104642	4944183
scaff_group_003	scat_0007	WSYH01001844.1	1	104627	4944183
scaff_group_003	scat_0007	WSYH01001845.1	1	104591	4944183
scaff_group_003	scat_0007	WSYH01001846.1	1	104573	4944183
scaff_group_003	scat_0007	WSYH01001847.1	1	104516	4944183
scaff_group_003	scat_0007	WSYH01001848.1	1	104395	4944183
scaff_group_003	scat_0007	WSYH01001849.1	1	104358	4944183
scaff_group_003	scat_0007	WSYH01001850.1	1	104334	4944183
scaff_group_003	scat_0007	WSYH01001851.1	1	104318	4944183
scaff_group_003	scat_0007	WSYH01000205.1	1	272420	4944183
scaff_group_003	scat_0007	WSYH01001852.1	1	104310	4944183
scaff_group_003	scat_0007	WSYH01001853.1	1	104303	4944183
scaff_group_003	scat_0007	WSYH01001854.1	1	104282	4944183
scaff_group_003	scat_0007	WSYH01001855.1	1	104256	4944183
scaff_group_003	scat_0007	WSYH01001856.1	1	104243	4944183
scaff_group_003	scat_0007	WSYH01001857.1	1	104001	4944183
scaff_group_003	scat_0007	WSYH01001858.1	1	103985	4944183
scaff_group_003	scat_0007	WSYH01001859.1	1	103984	4944183
scaff_group_003	scat_0007	WSYH01001860.1	1	103940	4944183
scaff_group_003	scat_0007	WSYH01001861.1	1	103872	4944183
scaff_group_003	scat_0007	WSYH01000206.1	1	271464	4944183
scaff_group_003	scat_0007	WSYH01001862.1	1	103784	4944183
scaff_group_003	scat_0007	WSYH01001863.1	1	103776	4944183
scaff_group_003	scat_0007	WSYH01001864.1	1	103663	4944183
scaff_group_003	scat_0007	WSYH01001865.1	1	103663	4944183
scaff_group_003	scat_0007	WSYH01001866.1	1	103570	4944183
scaff_group_003	scat_0007	WSYH01001867.1	1	103530	4944183
scaff_group_003	scat_0007	WSYH01001868.1	1	103524	4944183
scaff_group_003	scat_0007	WSYH01001869.1	1	103517	4944183
scaff_group_003	scat_0007	WSYH01001870.1	1	103503	4944183
scaff_group_003	scat_0007	WSYH01001871.1	1	103429	4944183
scaff_group_003	scat_0007	WSYH01000207.1	1	271266	4944183
scaff_group_003	scat_0008	WSYH01001872.1	1	103349	4925514
scaff_group_003	scat_0008	WSYH01001873.1	1	103305	4925514
scaff_group_003	scat_0008	WSYH01001874.1	1	103299	4925514
scaff_group_003	scat_0008	WSYH01001875.1	1	103266	4925514
scaff_group_003	scat_0008	WSYH01001876.1	1	103242	4925514
scaff_group_003	scat_0008	WSYH01001877.1	1	103191	4925514
scaff_group_003	scat_0008	WSYH01001878.1	1	103174	4925514
scaff_group_003	scat_0008	WSYH01001879.1	1	103160	4925514
scaff_group_003	scat_0008	WSYH01001880.1	1	103124	4925514
scaff_group_003	scat_0008	WSYH01001881.1	1	103112	4925514
scaff_group_003	scat_0008	WSYH01000208.1	1	271252	4925514
scaff_group_003	scat_0008	WSYH01001882.1	1	103098	4925514
scaff_group_003	scat_0008	WSYH01001883.1	1	103091	4925514
scaff_group_003	scat_0008	WSYH01001884.1	1	103089	4925514
scaff_group_003	scat_0008	WSYH01001885.1	1	103071	4925514
scaff_group_003	scat_0008	WSYH01001886.1	1	103051	4925514
scaff_group_003	scat_0008	WSYH01001887.1	1	103048	4925514
scaff_group_003	scat_0008	WSYH01001888.1	1	103040	4925514
scaff_group_003	scat_0008	WSYH01001889.1	1	102957	4925514
scaff_group_003	scat_0008	WSYH01001890.1	1	102907	4925514
scaff_group_003	scat_0008	WSYH01001891.1	1	102888	4925514
scaff_group_003	scat_0008	WSYH01000209.1	1	271132	4925514
scaff_group_003	scat_0008	WSYH01001892.1	1	102790	4925514
scaff_group_003	scat_0008	WSYH01001893.1	1	102759	4925514
scaff_group_003	scat_0008	WSYH01001894.1	1	102724	4925514
scaff_group_003	scat_0008	WSYH01001895.1	1	102706	4925514
scaff_group_003	scat_0008	WSYH01001896.1	1	102705	4925514
scaff_group_003	scat_0008	WSYH01001897.1	1	102686	4925514
scaff_group_003	scat_0008	WSYH01001898.1	1	102574	4925514
scaff_group_003	scat_0008	WSYH01001899.1	1	102533	4925514
scaff_group_003	scat_0008	WSYH01001900.1	1	102506	4925514
scaff_group_003	scat_0008	WSYH01001901.1	1	102494	4925514
scaff_group_003	scat_0008	WSYH01000210.1	1	271040	4925514
scaff_group_003	scat_0008	WSYH01001902.1	1	102473	4925514
scaff_group_003	scat_0008	WSYH01001903.1	1	102468	4925514
scaff_group_003	scat_0008	WSYH01001904.1	1	102444	4925514
scaff_group_003	scat_0008	WSYH01001905.1	1	102379	4925514
scaff_group_003	scat_0008	WSYH01001906.1	1	102372	4925514
scaff_group_003	scat_0008	WSYH01001907.1	1	102309	4925514
scaff_group_003	scat_0008	WSYH01001908.1	1	102274	4925514
scaff_group_003	scat_0008	WSYH01001909.1	1	102157	4925514
scaff_group_003	scat_0008	WSYH01001910.1	1	102148	4925514
scaff_group_003	scat_0008	WSYH01001911.1	1	102127	4925514
scaff_group_003	scat_0009	WSYH01000211.1	1	270609	4928514
scaff_group_003	scat_0009	WSYH01001912.1	1	102110	4928514
scaff_group_003	scat_0009	WSYH01001913.1	1	102100	4928514
scaff_group_003	scat_0009	WSYH01001914.1	1	102086	4928514
scaff_group_003	scat_0009	WSYH01001915.1	1	102022	4928514
scaff_group_003	scat_0009	WSYH01001916.1	1	101969	4928514
scaff_group_003	scat_0009	WSYH01001917.1	1	101911	4928514
scaff_group_003	scat_0009	WSYH01001918.1	1	101893	4928514
scaff_group_003	scat_0009	WSYH01001919.1	1	101863	4928514
scaff_group_003	scat_0009	WSYH01001920.1	1	101732	4928514
scaff_group_003	scat_0009	WSYH01001921.1	1	101691	4928514
scaff_group_003	scat_0009	WSYH01000041.1	1	398560	4928514
scaff_group_003	scat_0009	WSYH01000212.1	1	269185	4928514
scaff_group_003	scat_0009	WSYH01001922.1	1	101686	4928514
scaff_group_003	scat_0009	WSYH01001923.1	1	101684	4928514
scaff_group_003	scat_0009	WSYH01001924.1	1	101681	4928514
scaff_group_003	scat_0009	WSYH01001925.1	1	101630	4928514
scaff_group_003	scat_0009	WSYH01001926.1	1	101629	4928514
scaff_group_003	scat_0009	WSYH01001927.1	1	101623	4928514
scaff_group_003	scat_0009	WSYH01001928.1	1	101622	4928514
scaff_group_003	scat_0009	WSYH01001929.1	1	101620	4928514
scaff_group_003	scat_0009	WSYH01001930.1	1	101588	4928514
scaff_group_003	scat_0009	WSYH01001931.1	1	101567	4928514
scaff_group_003	scat_0009	WSYH01000213.1	1	268679	4928514
scaff_group_003	scat_0009	WSYH01001932.1	1	101562	4928514
scaff_group_003	scat_0009	WSYH01001933.1	1	101483	4928514
scaff_group_003	scat_0009	WSYH01001934.1	1	101416	4928514
scaff_group_003	scat_0009	WSYH01001935.1	1	101385	4928514
scaff_group_003	scat_0009	WSYH01001936.1	1	101371	4928514
scaff_group_003	scat_0009	WSYH01001937.1	1	101367	4928514
scaff_group_003	scat_0009	WSYH01001938.1	1	101338	4928514
scaff_group_003	scat_0009	WSYH01001939.1	1	101297	4928514
scaff_group_003	scat_0009	WSYH01001940.1	1	101228	4928514
scaff_group_003	scat_0009	WSYH01001941.1	1	101221	4928514
scaff_group_003	scat_0009	WSYH01000214.1	1	267674	4928514
scaff_group_003	scat_0009	WSYH01001942.1	1	101144	4928514
scaff_group_003	scat_0009	WSYH01001943.1	1	101142	4928514
scaff_group_003	scat_0009	WSYH01001944.1	1	101096	4928514
scaff_group_003	scat_0009	WSYH01001945.1	1	101050	4928514
scaff_group_003	scat_0010	WSYH01001946.1	1	101040	4982047
scaff_group_003	scat_0010	WSYH01001947.1	1	101026	4982047
scaff_group_003	scat_0010	WSYH01001948.1	1	100954	4982047
scaff_group_003	scat_0010	WSYH01001949.1	1	100950	4982047
scaff_group_003	scat_0010	WSYH01001950.1	1	100946	4982047
scaff_group_003	scat_0010	WSYH01001951.1	1	100938	4982047
scaff_group_003	scat_0010	WSYH01000215.1	1	267177	4982047
scaff_group_003	scat_0010	WSYH01001952.1	1	100821	4982047
scaff_group_003	scat_0010	WSYH01001953.1	1	100802	4982047
scaff_group_003	scat_0010	WSYH01001954.1	1	100697	4982047
scaff_group_003	scat_0010	WSYH01001955.1	1	100677	4982047
scaff_group_003	scat_0010	WSYH01001956.1	1	100622	4982047
scaff_group_003	scat_0010	WSYH01001957.1	1	100534	4982047
scaff_group_003	scat_0010	WSYH01001958.1	1	100493	4982047
scaff_group_003	scat_0010	WSYH01001959.1	1	100476	4982047
scaff_group_003	scat_0010	WSYH01001960.1	1	100471	4982047
scaff_group_003	scat_0010	WSYH01001961.1	1	100447	4982047
scaff_group_003	scat_0010	WSYH01000216.1	1	266980	4982047
scaff_group_003	scat_0010	WSYH01001962.1	1	100385	4982047
scaff_group_003	scat_0010	WSYH01001963.1	1	100372	4982047
scaff_group_003	scat_0010	WSYH01001964.1	1	100371	4982047
scaff_group_003	scat_0010	WSYH01001965.1	1	100356	4982047
scaff_group_003	scat_0010	WSYH01001966.1	1	100347	4982047
scaff_group_003	scat_0010	WSYH01001967.1	1	100299	4982047
scaff_group_003	scat_0010	WSYH01001968.1	1	100276	4982047
scaff_group_003	scat_0010	WSYH01001969.1	1	100242	4982047
scaff_group_003	scat_0010	WSYH01001970.1	1	100230	4982047
scaff_group_003	scat_0010	WSYH01001971.1	1	100217	4982047
scaff_group_003	scat_0010	WSYH01000217.1	1	266800	4982047
scaff_group_003	scat_0010	WSYH01001972.1	1	100206	4982047
scaff_group_003	scat_0010	WSYH01001973.1	1	100148	4982047
scaff_group_003	scat_0010	WSYH01001974.1	1	100146	4982047
scaff_group_003	scat_0010	WSYH01001975.1	1	100065	4982047
scaff_group_003	scat_0010	WSYH01001976.1	1	100065	4982047
scaff_group_003	scat_0010	WSYH01001977.1	1	100020	4982047
scaff_group_003	scat_0010	WSYH01001978.1	1	100019	4982047
scaff_group_003	scat_0010	WSYH01001979.1	1	100011	4982047
scaff_group_003	scat_0010	WSYH01001980.1	1	99915	4982047
